"0,001000","9,999800"
"0,002000","9,999400"
"0,003000","9,998800"
"0,004000","9,998000"
"0,005000","9,997000"
"0,006000","9,995801"
"0,007000","9,994401"
"0,008000","9,992801"
"0,009000","9,991002"
"0,010000","9,989003"
"0,011000","9,986804"
"0,012000","9,984405"
"0,013000","9,981807"
"0,014000","9,979010"
"0,015000","9,976012"
"0,016000","9,972815"
"0,017000","9,969419"
"0,018000","9,965824"
"0,019000","9,962029"
"0,020000","9,958035"
"0,021000","9,953842"
"0,022000","9,949451"
"0,023000","9,944860"
"0,024000","9,940070"
"0,025000","9,935082"
"0,026000","9,929895"
"0,027000","9,924510"
"0,028000","9,918926"
"0,029000","9,913144"
"0,030000","9,907164"
"0,031000","9,900985"
"0,032000","9,894609"
"0,033000","9,888035"
"0,034000","9,881264"
"0,035000","9,874295"
"0,036000","9,867129"
"0,037000","9,859765"
"0,038000","9,852205"
"0,039000","9,844447"
"0,040000","9,836493"
"0,041000","9,828342"
"0,042000","9,819995"
"0,043000","9,811452"
"0,044000","9,802712"
"0,045000","9,793777"
"0,046000","9,784646"
"0,047000","9,775320"
"0,048000","9,765798"
"0,049000","9,756081"
"0,050000","9,746169"
"0,051000","9,736062"
"0,052000","9,725761"
"0,053000","9,715266"
"0,054000","9,704576"
"0,055000","9,693693"
"0,056000","9,682616"
"0,057000","9,671346"
"0,058000","9,659882"
"0,059000","9,648225"
"0,060000","9,636376"
"0,061000","9,624334"
"0,062000","9,612100"
"0,063000","9,599674"
"0,064000","9,587056"
"0,065000","9,574247"
"0,066000","9,561247"
"0,067000","9,548055"
"0,068000","9,534673"
"0,069000","9,521100"
"0,070000","9,507338"
"0,071000","9,493385"
"0,072000","9,479243"
"0,073000","9,464911"
"0,074000","9,450391"
"0,075000","9,435682"
"0,076000","9,420784"
"0,077000","9,405698"
"0,078000","9,390425"
"0,079000","9,374964"
"0,080000","9,359316"
"0,081000","9,343480"
"0,082000","9,327459"
"0,083000","9,311251"
"0,084000","9,294857"
"0,085000","9,278278"
"0,086000","9,261513"
"0,087000","9,244564"
"0,088000","9,227430"
"0,089000","9,210112"
"0,090000","9,192610"
"0,091000","9,174924"
"0,092000","9,157055"
"0,093000","9,139004"
"0,094000","9,120770"
"0,095000","9,102354"
"0,096000","9,083756"
"0,097000","9,064978"
"0,098000","9,046018"
"0,099000","9,026877"
"0,100000","9,007557"
"0,101000","8,988057"
"0,102000","8,968377"
"0,103000","8,948518"
"0,104000","8,928481"
"0,105000","8,908266"
"0,106000","8,887873"
"0,107000","8,867302"
"0,108000","8,846555"
"0,109000","8,825631"
"0,110000","8,804531"
"0,111000","8,783255"
"0,112000","8,761804"
"0,113000","8,740179"
"0,114000","8,718379"
"0,115000","8,696405"
"0,116000","8,674257"
"0,117000","8,651937"
"0,118000","8,629444"
"0,119000","8,606778"
"0,120000","8,583941"
"0,121000","8,560933"
"0,122000","8,537754"
"0,123000","8,514405"
"0,124000","8,490886"
"0,125000","8,467198"
"0,126000","8,443341"
"0,127000","8,419315"
"0,128000","8,395122"
"0,129000","8,370761"
"0,130000","8,346233"
"0,131000","8,321539"
